Sequence_ID,Motif_ID,Position,Direction,Score,P-value,Full/ Half-site
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,164,-,-3.814,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,109,-,-3.816,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2,-,-3.817,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,19,-,-3.818,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1968,-,-3.819,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,629,-,-3.82,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,349,-,-3.82,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1571,-,-3.821,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1460,-,-3.822,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,796,-,-3.825,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,15,-,-3.826,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,669,-,-3.827,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,868,-,-3.828,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1334,-,-3.829,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,757,-,-3.829,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1193,-,-3.83,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2218,-,-3.831,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2038,-,-3.834,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,551,-,-3.834,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1933,-,-3.835,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1157,-,-3.836,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1055,-,-3.836,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,686,-,-3.838,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2191,-,-3.839,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1562,-,-3.839,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1337,-,-3.842,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2340,-,-3.843,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1868,-,-3.843,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,478,-,-3.844,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1335,-,-3.846,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1613,-,-3.847,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1675,-,-3.848,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,454,-,-3.849,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,85,-,-3.849,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1894,-,-3.85,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1800,-,-3.851,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,854,-,-3.851,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1826,-,-3.852,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1331,-,-3.853,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1049,-,-3.853,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,761,-,-3.853,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,46,-,-3.856,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1291,-,-3.857,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,403,-,-3.858,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2342,-,-3.86,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1074,-,-3.86,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,102,-,-3.861,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,71,-,-3.862,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2440,-,-3.864,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2482,-,-3.865,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1986,-,-3.865,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,296,-,-3.868,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,62,-,-3.87,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1988,-,-3.871,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1160,-,-3.872,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,966,-,-3.872,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2561,-,-3.874,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2215,-,-3.874,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1992,-,-3.874,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1405,-,-3.874,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,743,-,-3.874,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,135,-,-3.874,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2188,-,-3.876,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1573,-,-3.877,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1340,-,-3.878,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,817,-,-3.881,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1874,-,-3.883,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1190,-,-3.884,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,306,-,-3.886,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,772,-,-3.888,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,891,-,-3.889,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,365,-,-3.889,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2106,-,-3.89,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1718,-,-3.892,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1262,-,-3.892,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,137,-,-3.892,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1749,-,-3.893,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2142,-,-3.894,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1995,-,-3.894,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,869,-,-3.896,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2358,-,-3.897,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1877,-,-3.898,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1357,-,-3.898,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1303,-,-3.899,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2085,-,-3.902,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,505,-,-3.902,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,295,-,-3.902,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2486,-,-3.903,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1799,-,-3.903,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,747,-,-3.903,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2207,-,-3.904,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,886,-,-3.906,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1903,-,-3.908,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1020,-,-3.908,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1939,-,-3.909,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1886,-,-3.909,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,707,-,-3.909,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,515,-,-3.909,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1991,-,-3.912,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,882,-,-3.914,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,204,-,-3.914,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1015,-,-3.915,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,521,-,-3.918,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,931,-,-3.92,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,635,-,-3.921,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1059,-,-3.922,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1831,-,-3.926,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1341,-,-3.927,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,192,-,-3.928,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,100,-,-3.93,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1880,-,-3.931,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,950,-,-3.931,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1931,-,-3.932,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2582,-,-3.933,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,341,-,-3.934,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2204,-,-3.937,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1466,-,-3.938,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1365,-,-3.94,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2003,-,-3.941,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,597,-,-3.941,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,407,-,-3.942,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2422,-,-3.944,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1467,-,-3.944,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2100,-,-3.945,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1875,-,-3.945,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1430,-,-3.945,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,258,-,-3.948,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,33,-,-3.948,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,988,-,-3.949,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2221,-,-3.953,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1763,-,-3.953,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1450,-,-3.953,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,798,-,-3.957,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,275,-,-3.957,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1978,-,-3.963,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1240,-,-3.964,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,867,-,-3.968,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,153,-,-3.968,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2528,-,-3.969,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1767,-,-3.969,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1486,-,-3.97,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,592,-,-3.97,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,22,-,-3.973,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,841,-,-3.974,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,755,-,-3.974,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2374,-,-3.975,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,765,-,-3.975,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1330,-,-3.977,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,11,-,-3.977,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2024,-,-3.978,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1388,-,-3.979,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,233,-,-3.98,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2004,-,-3.981,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2494,-,-3.982,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2284,-,-3.982,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,456,-,-3.983,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,126,-,-3.983,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2400,-,-3.984,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1186,-,-3.985,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,820,-,-3.987,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,788,-,-3.988,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,600,-,-3.991,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1406,-,-3.993,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1665,-,-3.994,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1382,-,-3.996,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1672,-,-3.998,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,569,-,-3.998,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,5,-,-4.0,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1353,-,-4.001,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,741,-,-4.001,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1862,-,-4.002,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1825,-,-4.002,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,93,-,-4.002,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,160,-,-4.004,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2373,-,-4.006,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,150,-,-4.008,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,479,-,-4.01,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,625,-,-4.011,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,68,-,-4.012,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2045,-,-4.013,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1107,-,-4.013,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1019,-,-4.013,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1217,-,-4.015,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1443,-,-4.016,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2115,-,-4.017,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,27,-,-4.017,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1244,-,-4.018,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,848,-,-4.018,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1145,-,-4.019,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,390,-,-4.019,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,924,-,-4.023,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2552,-,-4.024,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1428,-,-4.024,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1711,-,-4.026,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,750,-,-4.026,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,47,-,-4.029,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2057,-,-4.03,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1381,-,-4.031,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,850,-,-4.034,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2243,-,-4.036,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1681,-,-4.036,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,231,-,-4.036,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1805,-,-4.037,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1239,-,-4.037,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1468,-,-4.038,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,61,-,-4.039,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,905,-,-4.042,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1243,-,-4.043,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1407,-,-4.044,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2375,-,-4.045,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2014,-,-4.047,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,371,-,-4.053,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1001,-,-4.055,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,544,-,-4.055,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2535,-,-4.057,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2230,-,-4.058,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1650,-,-4.058,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2337,-,-4.059,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1097,-,-4.059,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,428,-,-4.059,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,50,-,-4.063,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2219,-,-4.064,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1792,-,-4.064,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1094,-,-4.064,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,302,-,-4.066,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2300,-,-4.067,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1446,-,-4.068,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,276,-,-4.068,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,152,-,-4.069,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1764,-,-4.071,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,495,-,-4.071,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1324,-,-4.072,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2310,-,-4.073,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,623,-,-4.075,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2491,-,-4.077,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2411,-,-4.08,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,899,-,-4.085,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,73,-,-4.085,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,839,-,-4.086,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,791,-,-4.086,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,892,-,-4.087,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,128,-,-4.087,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,830,-,-4.088,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1057,-,-4.089,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1781,-,-4.09,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2117,-,-4.092,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1105,-,-4.092,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,896,-,-4.093,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1520,-,-4.095,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1850,-,-4.097,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1108,-,-4.097,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,347,-,-4.097,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2560,-,-4.099,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2530,-,-4.099,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2472,-,-4.099,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1649,-,-4.101,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1606,-,-4.102,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,660,-,-4.102,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1109,-,-4.103,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2171,-,-4.104,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1807,-,-4.105,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2330,-,-4.106,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2567,-,-4.107,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1568,-,-4.107,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1533,-,-4.109,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,695,-,-4.109,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2220,-,-4.11,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1829,-,-4.11,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1266,-,-4.112,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,602,-,-4.112,9.999000099990002e-05,1
